,Unnamed: 0,bookID,title,authors,average_rating,isbn,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
5780,5780,21686,Shutter Island,Dennis Lehane,4.09,038073186X,eng,369,134985,6300,27-04-2004 00:00,HarperTorch
5781,5781,21703,The Best American Mystery Stories 2002,James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton,3.58,618258078,eng,1,0,0,15-10-2002 00:00,Mariner Books
5782,5782,21704,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,446698873,eng,348,70771,1815,16-08-2006 00:00,Mysterious Press
5783,5783,21705,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,3.84,60582502,en-US,448,635,57,05-09-2006 00:00,Harper Paperbacks
5784,5784,21710,Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,3.39,865344922,eng,234,12,1,30-10-2005 00:00,Sunstone Press
5785,5785,21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,3.5,1585004847,eng,292,50,4,19-12-1999 00:00,Authorhouse
5786,5786,21717,Triptych (Will Trent  #1),Karin Slaughter,4.13,385339461,eng,393,42325,2011,15-08-2006 00:00,Delacorte Press
5787,5787,21718,Blindsighted (Grant County  #1),Karin Slaughter,4.09,380820889,eng,418,53996,2171,01-10-2002 00:00,HarperTorch
5788,5788,21719,Kisscut (Grant County  #2),Karin Slaughter,4.09,60534044,eng,436,25675,1096,30-09-2003 00:00,HarperTorch
5789,5789,21720,Beyond Reach (Grant County  #6),Karin Slaughter,4.19,038533947X,eng,404,19136,979,31-07-2007 00:00,Delacorte Press
5790,5790,21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,60534052,eng,422,25119,900,27-07-2004 00:00,Harper
5791,5791,21722,Faithless (Grant County  #5),Karin Slaughter,4.12,440242916,en-US,549,21130,708,25-07-2006 00:00,Dell Publishing Company
5792,5792,21723,Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,3.48,60583312,en-US,384,22,4,26-05-2015 00:00,William Morrow Paperbacks
5793,5793,21725,Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,3.48,99462257,eng,384,1322,88,03-06-2004 00:00,Arrow
5794,5794,21735,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593553943,eng,14,178,35,11-05-2004 00:00,Brilliance Audio
5795,5795,21739,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,4.09,1860428789,eng,15,4,0,01-10-2004 00:00,Soundings
5796,5796,21742,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1567408346,eng,3,16,3,08-07-1999 00:00,Nova Audio Books
5797,5797,21743,Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,4.05,159355558X,en-US,3,124,27,10-04-2004 00:00,Brilliance Audio
5798,5798,21745,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,4.15,1590860624,eng,14,64395,1617,17-05-2002 00:00,Brilliance Audio
5799,5799,21746,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1590864093,eng,14,4,0,11-05-2004 00:00,Brilliance Audio
5800,5800,21747,One Shot (Jack Reacher  #9),Lee Child/Dick Hill,4.21,1593555199,eng,12,138,26,14-06-2005 00:00,Brilliance Audio
5801,5801,21749,Bad Luck and Trouble (Jack Reacher  #11),Lee Child,4.18,739340670,eng,13,53,15,15-05-2007 00:00,Random House Audio
5802,5802,21751,The Enemy (Jack Reacher  #8),Lee Child,4.16,1423319613,en-US,6,10,3,28-04-2007 00:00,Brilliance Audio
5803,5803,21752,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,4.09,1860429165,eng,14,7,1,01-05-2002 00:00,Soundings
5804,5804,21753,Echo Burning (Jack Reacher  #5),Lee Child,4.01,1423319524,eng,5,40,14,28-02-2007 00:00,Brilliance Audio
5805,5805,21756,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593358725,en-US,14,3,1,25-11-2004 00:00,Brilliance Audio
5806,5806,21758,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593354746,eng,14,3,2,10-06-2004 00:00,Brilliance Audio
5807,5807,21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593555601,eng,14,11,1,25-11-2004 00:00,Brilliance Audio
5808,5808,21763,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593357389,eng,14,18,4,25-11-2004 00:00,Brilliance Audio
5809,5809,21764,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593353154,eng,14,1,0,10-06-2004 00:00,Brilliance Audio
5810,5810,21765,Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,4.13,813191513,eng,360,497,58,01-10-2005 00:00,University Press of Kentucky
5811,5811,21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,3.69,785265430,eng,224,70,8,16-12-2001 00:00,Thomas Nelson
5812,5812,21767,Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,3.44,140009528X,eng,272,1612,100,10-05-2005 00:00,Vintage
5813,5813,21768,Blood Moon Over Bengal,Morag McKendrick Pippin,3.47,843954523,eng,337,20,6,01-10-2004 00:00,Leisure Books
5814,5814,21773,Blood Moon Over Britain,Morag McKendrick Pippin,3.44,843955821,eng,323,17,4,01-12-2005 00:00,Leisure Books
5815,5815,21776,The Silent Gondoliers,William Goldman,3.81,345442636,eng,128,1339,136,02-01-2001 00:00,Del Rey
5816,5816,21779,The Season: A Candid Look at Broadway,William Goldman,4.1,879100230,eng,448,291,35,01-07-2004 00:00,Limelight
5817,5817,21782,Heat,William Goldman,3.37,446300004,eng,244,242,17,01-09-1986 00:00,Warner Books (NY)
5818,5818,21783,Tinsel,William Goldman,3.19,440187354,eng,399,258,14,15-06-1980 00:00,Dell
5819,5819,21784,William Goldman: Four Screenplays,William Goldman,4.29,155783198X,en-US,504,17,1,01-05-2000 00:00,Applause Books
5820,5820,21787,The Princess Bride,William Goldman,4.26,345418263,eng,456,703676,13878,15-07-2003 00:00,Ballantine Books
5821,5821,21799,Hype and Glory,William Goldman/P. Gethers,3.67,679734783,eng,306,129,14,13-03-1991 00:00,Villard
5822,5822,21803,La princesa prometida,William Goldman,4.26,8427030975,spa,480,39,7,14-06-2005 00:00,Planeta Publishing
5823,5823,21806,Boys and Girls Together,William Goldman,3.67,345439732,eng,768,753,59,31-07-2001 00:00,Ballantine Books
5824,5824,21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,3.94,553053191,en-US,363,90,11,01-11-1988 00:00,Bantam
5825,5825,21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,4.26,151730857,eng,283,460,73,01-09-1973 00:00,Harcourt  Brace  Jovanovich
5826,5826,21829,Creepers,David Morrell,3.66,1593153570,en-CA,388,4513,515,26-09-2005 00:00,CDS Books
5827,5827,21830,The Totem,David Morrell,3.58,446691909,eng,448,1152,76,01-04-2003 00:00,Grand Central Publishing
5828,5828,21832,The League of Night and Fog (Mortalis  #3),David Morrell,4.1,446691925,eng,448,2564,64,01-04-2003 00:00,Grand Central Publishing
5829,5829,21836,Scavenger (Frank Balenger  #2),David Morrell,3.6,1593154410,eng,368,1760,190,13-03-2007 00:00,Vanguard Press
5830,5830,21837,The Fraternity of the Stone (Mortalis  #2),David Morrell,4.16,074723891X,eng,448,2646,68,16-07-1992 00:00,Headline
5831,5831,21838,The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.14,747238901,eng,416,5422,163,16-07-1992 00:00,Headline Book Publishing
5832,5832,21841,The Protector (Cavanaugh #1),David Morrell,3.94,446530689,eng,401,2222,80,19-05-2003 00:00,Warner Books (NY)
5833,5833,21845,Assumed Identity,David Morrell,3.78,446600709,eng,512,1118,46,01-09-1994 00:00,Vision
5834,5834,21848,Double Image,David Morrell,3.55,2253172286,fre,510,3,1,10-04-2002 00:00,Le Livre de Poche
5836,5836,21874,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,61126578,eng,6,16,1,25-07-2006 00:00,HarperAudio
5837,5837,21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,4.25,792734750,en-GB,13,48,19,01-02-2005 00:00,Audiogo
5838,5838,21906,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,60759259,eng,6,39,9,25-01-2005 00:00,HarperAudio
5839,5839,21928,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,4.26,055345580X,eng,0,11,1,18-05-1998 00:00,Random House Audio
5840,5840,21930,Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,4.13,055347748X,en-US,4,17,0,01-05-1996 00:00,Random House Audio Publishing Group
5841,5841,21931,The Day Before Midnight,Stephen Hunter/Philip Bosco,4.01,553452118,eng,0,1,0,01-12-1989 00:00,Random House Audio
5842,5842,21932,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,4.13,743500261,eng,0,3,0,01-06-2000 00:00,Simon & Schuster Audio
5843,5843,21933,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,4.27,739344242,eng,0,15,1,09-01-2007 00:00,RH Audio
5844,5844,21934,Dirty White Boys,Stephen Hunter/Will Patten,4.05,1570421927,eng,0,1,1,01-05-2006 00:00,Hachette Audio
5845,5845,21947,Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,4.17,3423129867,ger,400,16,2,01-07-2002 00:00,dtv
5846,5846,21969,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,4.13,1594832285,eng,0,112,16,30-05-2006 00:00,Grand Central Publishing
5847,5847,21972,Relic (Pendergast #1),Douglas Preston/Lincoln Child,4.02,1423330412,eng,473,152,41,25-02-2007 00:00,Brilliance Audio
5848,5848,21974,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,3.93,1594839417,en-US,0,41,9,28-08-2007 00:00,Grand Central Publishing
5849,5849,21980,Tyrannosaur Canyon,Douglas Preston/Scott Sowers,3.8,1593977794,eng,12,79,18,23-08-2005 00:00,MacMillan Audio
5850,5850,21991,Waterworks,E.L. Doctorow/Sam Waterston,3.44,679433724,eng,0,16,2,31-05-1994 00:00,Random House Audio
5851,5851,21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,3.99,739303406,eng,447,421575,23793,11-02-2003 00:00,Random House Audio Publishing Group
5852,5852,22017,King Icahn,Mark      Stevens/Carol Bloom Stevens,3.97,525936130,eng,336,35,1,01-06-1993 00:00,Dutton Books
5853,5853,22026,The Sicilian,Mario Puzo,3.97,345441702,eng,416,16557,502,01-05-2001 00:00,Ballantine Books
5854,5854,22027,The Dark Arena,Mario Puzo,3.35,345441699,eng,288,1554,54,01-05-2001 00:00,Ballantine Books
5855,5855,22028,Omerta,Mario Puzo,3.71,345432401,eng,369,12374,330,01-05-2001 00:00,Ballantine Books
5856,5856,22035,Fools Die,Mario Puzo,3.72,451160193,eng,544,5197,215,01-10-1979 00:00,Signet
5857,5857,22036,The Godfather,Mario Puzo/Peter Bart/Robert Thompson,4.37,451217403,eng,448,180,17,04-10-2005 00:00,New American Library
5858,5858,22037,The Fortunate Pilgrim,Mario Puzo,3.83,345476727,eng,304,3232,222,28-09-2004 00:00,Ballantine Books
5860,5860,22061,Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/JosÌ© Luis GarcÌ_a-LÌ_pez/Bob Lappan,3.55,1401200680,eng,96,76,5,01-05-2003 00:00,DC Comics
5861,5861,22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,743444043,en-US,320,1029,53,01-04-2003 00:00,Pocket Books
5862,5862,22065,The London Blitz Murders (Disaster Series  #5),Max Allan Collins,3.72,425198057,eng,272,209,35,04-05-2004 00:00,Berkley
5863,5863,22067,The Last Quarry (Quarry #7),Max Allan Collins,3.93,843955937,eng,201,673,68,01-08-2006 00:00,Hard Crime Case
5864,5864,22068,Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,3.77,743496655,en-US,288,457,18,01-09-2006 00:00,Pocket Star
5865,5865,22070,A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,3.65,042521365X,eng,272,151,29,01-05-2007 00:00,Berkley Trade
5866,5866,22072,The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,3.71,425204014,eng,256,196,38,05-07-2005 00:00,Berkley
5867,5867,22076,From a Buick 8,Stephen King,3.45,743211375,eng,356,53587,1330,24-09-2002 00:00,Scribner
5868,5868,22077,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,4.29,375415807,eng,0,107,3,09-06-2000 00:00,Random House Audio
5869,5869,22082,Jurassic Park,Michael Crichton,4.02,345418956,en-US,400,27,5,23-06-1997 00:00,Ballantine Books
5870,5870,22095,Binary,John Lange,3.53,394479874,eng,213,94,10,31-12-1972 00:00,Alfred A. Knopf
5872,5872,22120,The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,3.69,300098251,eng,232,361,39,11-08-2003 00:00,Yale University Press
5873,5873,22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,1400044871,eng,320,4545,477,19-09-2006 00:00,Knopf
5874,5874,22123,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,446699004,en-US,211,34,3,01-02-2007 00:00,Business Plus
5875,5875,22126,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,4.12,786884401,eng,768,1126,50,15-08-2001 00:00,Hachette Books
5876,5876,22127,Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes,3.78,470043601,eng,272,1086,89,01-02-2007 00:00,John Wiley & Sons
5877,5877,22128,Patriots (The Coming Collapse),James Wesley,4.0,3.63,eng,299,342,38,15-01-1999 00:00,Unknown
5878,5878,22133,The World  the Text  and the Critic,Edward W. Said/¯´¯øôö¯¤¯±¯ø ¯_¯_ô_¯ø,4.18,674961870,eng,336,198,6,10-06-2006 00:00,Harvard University Press
5879,5879,22135,Culture and Imperialism,Edward W. Said,4.15,679750541,eng,380,4053,123,31-05-1994 00:00,Vintage
5881,5881,22146,Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,3.94,321350316,en-US,406,599,16,20-04-2006 00:00,New Riders Publishing
5882,5882,22148,Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,3.74,073571102X,eng,336,341,12,15-11-2001 00:00,New Riders Publishing
5883,5883,22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,4.22,143037838,eng,272,7838,681,05-09-2006 00:00,Penguin Books
5884,5884,22160,And Then There Were None,Agatha Christie/Hugh Fraser,4.26,1572704497,eng,0,214,49,15-10-2004 00:00,Audiogo
5885,5885,22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,1400064899,eng,294,5588,942,23-08-2007 00:00,Random House (NY)
5886,5886,22166,The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,3.29,074324592X,eng,111,115,22,28-10-2003 00:00,Touchstone Books
5887,5887,22175,Strange Pilgrims,Gabriel GarcÌ_a MÌÁrquez,4.03,1400034698,eng,208,6952,422,14-11-2006 00:00,Vintage
5888,5888,22176,Doce cuentos peregrinos,Gabriel GarcÌ_a MÌÁrquez,4.03,1400034949,spa,192,3205,195,14-11-2006 00:00,Vintage
5889,5889,22186,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,316011835,eng,192,7948,135,04-10-2006 00:00,Little  Brown Young Readers
5890,5890,22188,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.52,316910333,eng,224,54400,2271,01-04-2002 00:00,Little  Brown and Company
5891,5891,22192,All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,3.55,316912123,eng,240,16452,412,07-05-2003 00:00,Poppy
5892,5892,22193,You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,3.71,316735167,eng,224,17875,204,06-10-2004 00:00,Little  Brown Young Readers
5893,5893,22195,The Zero,Jess Walter,3.51,60898658,eng,336,1976,297,29-08-2006 00:00,Harper
5894,5894,22196,Zero: The Biography of a Dangerous Idea,Charles Seife,3.96,285635948,eng,248,131,19,12-10-2000 00:00,Souvenir Press
5895,5895,22197,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,3.74,1932450750,eng,204,49,10,01-08-2004 00:00,Advantage World Press
5896,5896,22198,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,767906284,en-US,320,323,37,18-12-2007 00:00,Broadway Books
5897,5897,22199,Year Zero,Jeff Long,3.6,1416534423,eng,416,2164,139,01-07-2006 00:00,Atria Books
5898,5898,22200,Count Zero (Sprawl  #2),William Gibson,4.01,441013678,en-US,308,37360,799,07-03-2006 00:00,Ace Books
5899,5899,22201,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,4.24,345490096,eng,393,5130,163,28-02-2006 00:00,Del Rey Books
5900,5900,22202,Bravo Two Zero,Andy McNab,4.09,552153575,eng,416,9151,269,01-11-2005 00:00,Corgi
5901,5901,22205,This Lullaby,Sarah Dessen,4.03,142501557,eng,345,163599,4453,08-03-2004 00:00,Speak
5902,5902,22207,Lullabies for Little Criminals,Heather O'Neill,3.98,60875070,eng,330,18419,1371,17-10-2006 00:00,Harper Perennial
5903,5903,22208,Hush! A Thai Lullaby,Minfong Ho/Holly Meade,4.03,531071669,eng,32,1315,197,01-03-2000 00:00,Scholastic Inc.
5904,5904,22209,Lullaby Town (Elvis Cole  #3),Robert Crais,4.14,752817000,eng,296,8359,319,01-04-2008 00:00,Orion
5905,5905,22219,The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,3.65,1586633716,eng,88,23,3,10-01-2002 00:00,SparkNotes
5906,5906,22221,The Iliad,Homer,3.86,471377589,eng,150,3834,134,28-10-1999 00:00,John Wiley & Sons
5907,5907,22225,The Princess Bride (Long  Tall Texans  #15),Diana Palmer,3.89,373192827,eng,192,634,32,23-01-1998 00:00,Silhouette Romance
5908,5908,22226,The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,3.74,037312418X,eng,192,224,20,25-08-2004 00:00,Harlequin Presents
5909,5909,22227,The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,3.95,373246471,eng,256,506,22,25-10-2004 00:00,Silhouette Special Edition
5910,5910,22229,The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,3.79,60561181,eng,384,2103,84,28-11-2006 00:00,Avon
5911,5911,22230,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,440416779,eng,186,1969,252,11-05-2004 00:00,Laurel Leaf
5912,5912,22233,Love  Stargirl (Stargirl  #2),Jerry Spinelli,3.82,375813756,en-US,274,713,110,14-08-2007 00:00,Knopf Books for Young Readers
5913,5913,22235,Stargirl LitPlans on CD,Mary B. Collins,4.86,158337292X,eng,210,5,0,15-09-2005 00:00,Teacher's Pet Publications
5914,5914,22237,Son of the Mob (Son of the Mob  #1),Gordon Korman,3.72,786815930,eng,262,5977,620,01-09-2004 00:00,Little  Brown Books for Young Readers
5915,5915,22238,Hollywood Hustle (Son of the Mob  #2),Gordon Korman,3.64,786809191,eng,268,1615,145,01-04-2006 00:00,Hyperion Paperbacks
5916,5916,22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,4.05,767906896,eng,288,966,108,09-09-2003 00:00,Broadway Books
5917,5917,22242,El ojo de fuego,Lewis Perdue,3.66,848974615X,spa,496,18,1,01-02-2007 00:00,Puzzle-Via Magna
5918,5918,22265,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,1933771135,eng,224,925,112,10-04-2007 00:00,Smart Pop
5919,5919,22268,The Soloist,Nicholas Christopher,3.3,1593761228,eng,320,56,9,27-11-2006 00:00,Counterpoint
5920,5920,22277,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,4.11,9833346685,msa,784,28,6,01-07-2006 00:00,Marshall Cavendish Editions
5921,5921,22278,Memoirs of a Geisha,Arthur Golden,4.11,701169699,eng,452,57,8,05-10-2000 00:00,Chatto & Windus
5922,5922,22283,Survivor,Chuck Palahniuk,3.92,009928264X,eng,289,49307,1637,03-08-2000 00:00,Vintage
5923,5923,22284,Diary,Chuck Palahniuk,3.61,1400032814,eng,262,65139,2120,14-09-2004 00:00,Anchor
5924,5924,22285,Rant,Chuck Palahniuk,3.81,385517874,eng,320,55592,2516,01-05-2007 00:00,Doubleday Books
5925,5925,22286,Clown Girl,Monica Drake/Chuck Palahniuk,3.39,976631156,eng,297,6015,327,04-01-2007 00:00,Hawthorne Books
5926,5926,22287,Choke,Chuck Palahniuk,3.7,99422689,en-GB,293,1557,115,01-08-2002 00:00,Vintage
5927,5927,22288,Haunted,Chuck Palahniuk,3.59,1400032822,eng,419,78280,3745,11-04-2006 00:00,Anchor
5928,5928,22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,3.51,1400047838,en-US,176,8460,415,08-07-2003 00:00,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House
5929,5929,22292,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,739302868,eng,14,57,23,10-05-2005 00:00,Random House Audio
5930,5930,22293,Nonfiction,Chuck Palahniuk,3.57,224063022,eng,233,213,15,05-08-2004 00:00,Jonathan Cape
5931,5931,22296,Haunted,Chuck Palahniuk,3.59,224064452,eng,416,173,15,01-05-2005 00:00,Jonathan Cape
5932,5932,22297,Survivant,Chuck Palahniuk/Freddy Michalski,3.92,2070756270,fre,365,14,0,04-02-2001 00:00,Gallimard
5933,5933,22298,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9879397509,spa,442,116,13,28-08-2006 00:00,Mondadori
5934,5934,22302,Error humano,Chuck Palahniuk/Javier Calvo,3.57,8439711867,spa,253,11,1,31-05-2005 00:00,Mondadori
5935,5935,22304,Life After God,Douglas Coupland,3.79,743231511,eng,291,9882,338,01-07-2002 00:00,Simon & Schuster
5936,5936,22306,City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,3.83,1550548182,en-US,152,807,40,01-05-2003 00:00,Douglas & McIntyre
5937,5937,22307,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,1553651529,eng,176,256,22,04-08-2005 00:00,Douglas & McIntyre
5938,5938,22311,All Families Are Psychotic,Douglas Coupland,3.67,7117531,eng,279,361,32,01-07-2002 00:00,Harper Perennial
5939,5939,22312,Shampoo Planet,Douglas Coupland,3.5,743231538,eng,282,8283,202,01-03-2008 00:00,Scribner Book Company
5940,5940,22321,All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,425190447,eng,339,13020,316,04-02-2003 00:00,Berkley Books
5941,5941,22322,Spook Country (Blue Ant  #2),William Gibson,3.69,399154302,eng,371,16342,1258,07-08-2007 00:00,Putnam Adult
5942,5942,22323,Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,60539828,eng,224,30566,585,29-07-2003 00:00,Harper Voyager
5943,5943,22325,Idoru (Bridge #2),William Gibson,3.8,425190455,eng,308,17632,388,07-01-2003 00:00,Berkley Trade
5944,5944,22326,Virtual Light (Bridge  #1),William Gibson,3.85,140157727,eng,304,18228,358,26-10-1996 00:00,Penguin Books Ltd
5945,5945,22331,Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,3.77,189239118X,eng,208,104,19,01-09-2004 00:00,Tachyon Publications
5946,5946,22332,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,3.77,485006073,eng,258,62,4,13-09-2001 00:00,Bloomsbury Academic
5947,5947,22337,The Neil Gaiman Audio Collection,Neil Gaiman,4.24,60732989,eng,1,1666,208,31-08-2004 00:00,HarperFestival
5948,5948,22338,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,4.03,60587032,en-US,64,284,31,26-09-2006 00:00,HarperCollins
5949,5949,22339,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,1563893339,eng,95,12377,198,01-12-1997 00:00,Vertigo
5950,5950,22344,Creatures of the Night,Neil Gaiman/Michael Zulli,3.83,1569719365,eng,46,1706,171,27-12-2004 00:00,Dark Horse Books
5951,5951,22345,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,785110674,eng,120,2113,54,15-11-2006 00:00,Marvel
5952,5952,22347,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,1563892677,eng,224,8822,372,01-06-1996 00:00,DC Comics
5953,5953,22348,The Mystery Play,Grant Morrison/Jon J. Muth,3.44,1563891891,en-US,80,688,40,01-08-1995 00:00,Vertigo
5954,5954,22350,Kid Eternity,Grant Morrison/Duncan Fegredo,3.41,1401209335,eng,144,693,44,01-02-2006 00:00,Vertigo
5955,5955,22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,785108114,eng,144,7602,135,27-09-2006 00:00,Marvel
5956,5956,22354,Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,3.79,1401209254,eng,224,2046,98,04-01-2006 00:00,DC Comics
5957,5957,22355,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,1563890348,eng,192,5447,235,17-04-2000 00:00,Vertigo
5958,5958,22356,The Filth,Grant Morrison/Chris Weston/Gary Erskine,3.75,1401200133,en-US,320,3907,266,01-06-2004 00:00,Vertigo
5959,5959,22360,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4.27,1401212026,eng,203,1363,52,01-04-2007 00:00,Vertigo
